"Name","Description","Main Category","Categories","Query","City","Address","Ward","Street","Postal Code","State","Country Code","Time Zone","Plus Code","Phone","Website","Rating","Reviews","Score","Score Category","Price Range","Status","Latitude","Longitude","About","Service Name","Service Option"
"INCENTIVE DEVELOPMENT","Incentive Development propose et conceptualise des événements professionnels depuis plus de 15 ans. Lancements de produits, Team Building, Séminaires, Soirées d?entreprise?

Nous proposons donc différentes formes d?organisation. Du congrès à la soirée d?entreprise ou encore au voyage Incentive, nous avons comme ligne de conduite absolue de réunir des hommes et des femmes autour d?un projet commun.","Agence événementielle","Agence événementielle","agence evenementiel in les olives","Paris","144 Rue du Chemin Vert, 75011 Paris","","144 Rue du Chemin Vert","75011","","FR","Europe/Paris","V96P+XH Paris","01 43 55 69 57","https://www.incentive-development.com/","0.0","0","60","Average","","Ouvert ? Ferme à 19:00","48.8624906","2.3864152","","",""
"Pléiade - Agence événementielle et traiteur","Pléiade est une agence basée à Paris, au service de l'organisation d'événements à destination des entreprises et des particuliers. Nous proposons également des prestations de traiteur et de livraison de plateaux-repas.
De la recherche du lieu à la conception de votre menu, en passant par le choix des boissons et des animations, nous créons avec vous des moments qui vous ressemblent, du souvenir à emporter.","Organisateur d'événements","Organisateur d'événements; Traiteur","agence evenementiel in les olives","Paris","6 Rue des Fontaines du Temple, 75003 Paris","","6 Rue des Fontaines du Temple","75003","","FR","Europe/Paris","V985+7V Paris","07 86 86 82 08","https://www.pleiade-event.com/","5.0","7","76","Good","","Ouvert ? Ferme à 18:30","48.8656812","2.3596399999999997","","",""
"Seminaire.com","Seminaire com : Créateur d'Expériences Impactantes.
Nous accompagnons votre entreprise dans l'organisation d'évènements qui animent et motivent vos salariés.
Nous sommes des créateurs d'émotions , qui construisons des Expériences en vous faisant explorer les plus beaux endroits dénichés pour vous.
Nous imaginons sans cesse et cherchons à faire vivre le moment unique pour chacun de vos participants.
Teambuilding, Seminaire entreprise, Incentive, Offsite, Outsite, Hackathon, Soirée d'entreprise.

En France, En Europe, Autour du Monde, nous vous accompagnons dans plus de 50 incroyables Destinations qui ferons vivre à vos participants une expérience marquante de cohésion d'équipe.","Agence événementielle","Agence événementielle; Professionnel de l'organisation; Agence de voyages","agence evenementiel in les olives","Paris","13 Rue Georges Auric, 75019 Paris","","13 Rue Georges Auric","75019","","FR","Europe/Paris","V9MP+Q6 Paris","01 40 40 04 01","https://www.seminaire.com/","4.8","49","83","Excellent","","Ouvert ? Ferme à 18:30","48.8844913","2.385506","Services disponibles; Accessibilité; Services","Services disponibles; Accessibilité; Services","Rendez-vous en ligne; Services sur place; Entrée accessible en fauteuil roulant; Parking accessible en fauteuil roulant; Places assises accessibles en fauteuil roulant; Toilettes accessibles en fauteuil roulant; Toilettes non genrées"
"LiveE PARIS - Captation - Organisateur d'évènements digitaux","Depuis 2004, LiveE organise vos évènements digitaux et présentiels. Composée d'une équipe de techniciens spécialisés dans la captation, le streaming et la retransmission d'évènements en ligne, nous proposons une vaste gamme de services sur-mesure pour répondre au mieux à vos besoins.","Organisateur d'événements","Organisateur d'événements; Société de production vidéo","agence evenementiel in les olives","Paris","34 Bd des Italiens, 75009 Paris","","34 Bd des Italiens","75009","","FR","Europe/Paris","V8CP+H2 Paris","01 85 09 26 04","https://audiovisuel.livee.com/","0.0","0","60","Average","","Ouvert ? Ferme à 18:00","48.871387899999995","2.3351094","","",""
"Kactus","","Service technologique pour l'organisation d'événements","Service technologique pour l'organisation d'événements","agence evenementiel in les olives","Paris","29 Rue Taitbout, 75009 Paris","","29 Rue Taitbout","75009","","FR","Europe/Paris","V8FP+G3 Paris","01 84 80 92 92","http://www.kactus.com/","4.7","125","79","Good","","Ouvert ? Ferme à 20:00","48.8738032","2.3351439","","",""
"Quiz Room Paris Odéon","Le centre Quiz Room Paris Odéon se situe dans le 6ème arrondissement de Paris, accessible en métro depuis la ligne 4 station Odéon, proche du Jardin du Luxembourg. Quiz Room, c'est l'expérience à ne pas louper pour vos sorties entre potes, vos séminaires, anniversaires, team building, EVG/EVJF ou moments en famille. Avec des quiz et blindtests immersifs, votre équipe s'éclate dans une ambiance fun et mémorable !","Centre de loisirs","Centre de loisirs; Salle de jeux pour enfants; Service de fête pour enfants; Organisateur d'événements; Agence spécialisée dans l'organisation de fêtes","agence evenementiel in metz","Paris","9 Rue Guénégaud, 75006 Paris","","9 Rue Guénégaud","75006","","FR","Europe/Paris","V84Q+CQ Paris","01 42 03 68 34","https://www.quiz-room.com/villes/paris","4.9","1204","95","Excellent","","Ouvert ? Ferme à 23:30","48.856111399999996","2.3394934","Accessibilité; Services; Clientèle; Enfants; Parking","Accessibilité; Services; Clientèle; Enfants; Parking","Entrée accessible en fauteuil roulant; Parking accessible en fauteuil roulant; Places assises accessibles en fauteuil roulant; Toilettes accessibles en fauteuil roulant; Toilettes non genrées; LGBTQ+ friendly; Safe place pour les transgenres; Convient aux anniversaires d'enfants; Parking payant dans la rue"
"Entourage Paris","« Why do you want to do that ? To make people happy ».
It all started like that.

Happiness is addictive, and becoming happiness providers just felt right. Wether it?s about creating unique venues, offering one-of-a-kind services or building memories of a lifetime, this is where we feel the most alive.

After providing communication services and organizing private events and parties for over 10 years, we decided to focus on the luxury industry and demanding customers. No one speak better of us than our clients. We are a constant work in progress, learning fast and striving for more !","Agence événementielle","Agence événementielle","agence evenementiel in mitry-mory","Paris","133 Bd Haussmann, 75008 Paris","","133 Bd Haussmann","75008","","FR","Europe/Paris","V8G7+27 Paris","06 71 92 98 13","http://entourageparis.com/","4.9","10","79","Good","","","48.8750285","2.3131443","","",""
"Mon Hôtesse Bien-Aimée","","Agence événementielle","Agence événementielle","agence evenementiel in mitry-mory","Paris","4 Rue Halévy, 75009 Paris","","4 Rue Halévy","75009","","FR","Europe/Paris","V8CM+H3 Paris","01 42 61 83 90","https://www.groupe-gr.com/filiales/mon-hotesse-bien-aimee","4.1","19","58","Average","","Ouvert ? Ferme à 18:00","48.8713799","2.3326735","","",""
"Procept Event","ARCHITECTURE ÉVÉNEMENTI

Fondée en 2016 par Alexis Cassin, l?agence est située au coeur de Paris, au 114 rue de Grenelle dans le 7ème. Procept Event allie créativité et maîtrise technique grâce à une équipe de professionels pouvant répondre aux besoins et aux exigences d?évènements nationaux ou internationaux. Son savoir-faire s?étend de la définition d?un projet jusqu?à sa mise en place sur le terrain. L?agence fait de ses cleints sa priorité, en proposant des solutions innovantes et adaptées à leurs demandes.","Agence événementielle","Agence événementielle","agence evenementiel in mitry-mory","Paris","114 Rue de Grenelle, 75007 Paris","","114 Rue de Grenelle","75007","","FR","Europe/Paris","V84C+M6 Paris","01 88 33 57 57","https://www.agence-procept.com/","0.0","0","60","Average","","Ouvert ? Ferme à 18:00","48.8567225","2.3205073","","",""
"Elemental agence","","Agence événementielle","Agence événementielle","agence evenementiel in mitry-mory","Paris","78 Av. des Champs-Élysées Bureau 326, 75008 Paris","","78 Av. des Champs-Élysées Bureau 326","75008","","FR","Europe/Paris","V8C3+MQ Paris","07 83 87 37 52","http://elemental-agence.com/","0.0","0","60","Average","","","48.8716253","2.3044092","","",""
"Luxury International D'Antoni","Agence spécialisée dans la Conception et l?organisation d' événements innovants pour Particuliers et Entreprises dans toute la France. Spécialisation en Wedding Planner .Mise à disposition d'une équipe d'experts ( décorateurs/ fleuristes / Maquilleurs /Photographe /traiteurs / Véhicule de Prestige) et bien plus... Une multitude d'endroits à votre disposition dans toute la France ( du plus Prestigieux aux plus Insolites . Nos véhicules de Prestige avec chauffeurs privés pour tous vos déplacements : De plus pour tous événements nous vous offrons nos bouteilles de Champagne aux cépages innovants ( et non commercialisées) .. Gratuitement ...
Mise à disposition de Grands Crus (Vins) également parmi plus de 2000 bouteilles de Vignobles Français .","Agence événementielle","Agence événementielle; Service d'organisation d'événements professionnels","agence evenementiel in mitry-mory","Paris","231 Rue Saint-Honoré, 75001 Paris","","231 Rue Saint-Honoré","75001","","FR","Europe/Paris","V88H+FM Paris","01 89 86 27 50","https://pluxury.wixsite.com/my-site","5.0","1","63","Good","","Ferme bientôt ? 17:30 ? Ouvre à 09:30 mar.","48.866177799999996","2.3291679","Services disponibles","Services disponibles","Rendez-vous en ligne; Services sur place"
"Barman à domicile Paris [Bar événementiel, Atelier Cocktails, Barman]","Transformez vos événements avec Barman à Domicile, votre service de mixologie professionnelle directement chez vous. Idéal pour les fêtes privées, mariages et événements d'entreprise, nous proposons des barmans qualifiés qui créent des cocktails sur mesure. Profitez de nos menus personnalisés et de notre bar mobile élégant, entièrement équipé. Nous offrons également des options non-alcoolisées créatives. Choisir Barman à Domicile, c'est opter pour un service professionnel, une ambiance de bar haut de gamme à domicile et la satisfaction garantie de vos invités. Contactez-nous pour réserver et rendre votre événement inoubliable.","Agence événementielle","Agence événementielle","agence evenementiel in mitry-mory","Paris","4 Rue Paul Valéry, 75116 Paris","","4 Rue Paul Valéry","75116","","FR","Europe/Paris","V79R+QF Paris","07 56 82 03 07","https://barman-a-domicile.com/","5.0","5","73","Good","","Ouvert 24h/24","48.8694309","2.2911701","Parking","Parking","Parking payant dans la rue"
"Votre Barman : Barman à domicile, Bars à cocktails, Événementiel","Bars à cocktails ""clef en main"", barmans jongleur, bars mobiles ou spectacles de scène, nous travaillons avec les meilleurs professionnels afin de vous garantir une qualité de prestation optimale.

Animations cocktails et ateliers participatifs, nous proposons également des prestations originales et ludiques pour renforcer l'esprit d'équipe ou partager entre amis un moment convivial.

Première agence de barmans de France, tout nos collaborateurs et partenaire s'engagent à respecter notre ""charte qualité""

Notre service commercial dédié est à votre disposition pour répondre à toute vos questions au 06 08 24 91 88","Agence événementielle","Agence événementielle; Artiste; Traiteur; Bar à cocktails; Agence artistique; Prestataire de mariage","agence evenementiel in mitry-mory","Paris","21 Rue de Madrid, 75008 Paris","","21 Rue de Madrid","75008","","FR","Europe/Paris","V8H9+5J Paris","07 56 82 03 07","https://www.votrebarman.com/","5.0","22","87","Excellent","","Ouvert ? Ferme à 22:00","48.8779997","2.3191222","Accessibilité; Services; Clientèle","Accessibilité; Services; Clientèle","Boucle magnétique; Entrée accessible en fauteuil roulant; Parking accessible en fauteuil roulant; Places assises accessibles en fauteuil roulant; Toilettes accessibles en fauteuil roulant; Toilettes non genrées; LGBTQ+ friendly; Safe place pour les transgenres"
"YDA l'Agence","","Agence événementielle","Agence événementielle","agence evenementiel in mitry-mory","Paris","23 Rue Balzac, 75008 Paris","","23 Rue Balzac","75008","","FR","Europe/Paris","V8G2+6X Paris","01 53 53 68 44","","5.0","3","69","Good","","","48.8755135","2.3024841","","",""
"KOM 1 TREFLE","KOM 1 TREFLE, nous sommes bien plus qu'une simple agence d'assistance en événementiel. Nous sommes votre partenaire de confiance , offrant un service sur mesure pour répondre à tous vos besoins. Notre expertise s'étend du secteur de l'événementiel aux entreprises, aux organismes publics et aux particuliers. Nous sommes dédiés à vous accompagner de la phase de conception à la réalisation sans faille de vos événements.","Agence événementielle","Agence événementielle","agence evenementiel in mitry-mory","Paris","25 Rue de Ponthieu, 75008 Paris","","25 Rue de Ponthieu","75008","","FR","Europe/Paris","V8C5+6M Paris","06 42 59 18 05","https://kom1trefle.com/","5.0","5","73","Good","","Ouvert ? Ferme à 18:00","48.8706045","2.3091347","","",""
"Tonevenement.com","","Organisateur d'événements","Organisateur d'événements","agence evenementiel in montargis","Paris","52 Bd de la Tour-Maubourg, 75007 Paris","","52 Bd de la Tour-Maubourg","75007","","FR","Europe/Paris","V855+GW Paris","09 67 44 86 90","https://www.tonevenement.com/","5.0","3","69","Good","","Ouvert ? Ferme à 19:00","48.8588482","2.3098039999999997","","",""
"Kymono Life","Kymono Life organise des événements internes exceptionnels : séminaires, team-buildings, soirées ou activités digitales. Confiez-nous votre projet, nous en ferons un moment-clé pour votre équipe.","Organisateur d'événements","Organisateur d'événements","agence evenementiel in montargis","Paris","8 Rue Danielle Casanova, 75002 Paris","","8 Rue Danielle Casanova","75002","","FR","Europe/Paris","V89M+44 Paris","","https://www.kymonolife.co/","5.0","22","87","Excellent","","","48.8677882","2.3328658","","",""
"Premier Amour","Agence évènementielle
Production de spectacles
Organisateur de festival
Programmation artistique : Live et DJ sets
Direction technique
Location son & lumières
Management & booking d'artistes","Agence événementielle","Agence événementielle; Service de location de matériel audiovisuel; Organisateur d'événements","agence evenementiel in montargis","Paris","2 Rue André Messager, 75018 Paris","","2 Rue André Messager","75018","","FR","Europe/Paris","V8WV+26 Paris","","http://www.premier-amour.fr/","5.0","2","66","Good","","Ouvert ? Ferme à 19:00","48.895043799999996","2.3430673","Parking","Parking","Parking payant dans la rue"
"Mon Joli Event","","Organisateur de mariages","Organisateur de mariages","agence evenementiel in montargis","Paris","62 Rue du Mont-Cenis, 75018 Paris","","62 Rue du Mont-Cenis","75018","","FR","Europe/Paris","V8RV+HG Paris","06 50 08 44 99","https://www.monjolievent.com/","5.0","5","73","Good","","Ouvert ? Ferme à 21:00","48.8913875","2.3438540999999997","","",""
"Mauvaise Barbe - Le bien-être en événementiel ? Barbier, manucure, massage, coiffure, maquillage, bar à tattoo?","Vos Coiffeurs Barbiers MAIS PAS QUE à Domicile et en Événementiel? (coiffure, barbier, massage, manucure, maquillage, bar à tattoo?)

?? PRISE DE RDV À DOMICILE EN LIGNE VIA LA PLATEFORME (uniquement pour les services barbier)

Nos services événementiels: (entreprise, événement, mariage...) ?
Barbier, massage, manucure, coiffure femme, maquillage?
Nous créons vos événements sur MESURE !
De l?agenda en ligne au support de communication !

Où?
Dans toute la France ??

+600 ??????????? ?? ??????? ???? ???? ????????? ???? ????? ???????????? ?? + 1000 ??????? ???????? ?? ???? ?? ???????? ! + 80 ???????? ?????????? !","Agence événementielle","Agence événementielle; Studio d'animation; Organisateur d'événements; Salon de coiffure; Organisateur de mariages; Programme de bien-être","agence evenementiel in montargis","Paris","229 Rue Saint-Honoré, 75001 Paris","","229 Rue Saint-Honoré","75001","","FR","Europe/Paris","V88H+CQ Paris","06 46 60 40 66","https://mauvaisebarbe.fr/","4.9","157","93","Excellent","","Ouvert ? Ferme à 19:00","48.866015399999995","2.3294181","Services disponibles","Services disponibles","Rendez-vous en ligne; Services sur place"
"Life'S Events - Wedding Planner Paris and Destination Wedding","Agence de Mariage Luxe sur mesure, dotée de 14 ans d?expérience.
Chaque mariage est unique & intemporel ?","Organisateur de mariages","Organisateur de mariages; Boutique de mariage; Agence événementielle; Organisateur d'événements; Papeterie; Prestataire de mariage","agence evenementiel in montargis","Paris","14 Av. de l'Opéra, 75001 Paris","","14 Av. de l'Opéra","75001","","FR","Europe/Paris","V88M+4X Paris","09 70 95 42 46","http://www.lifeevents.fr/","4.8","13","77","Good","","Ouvert ? Ferme à 20:00","48.8653048","2.3349211","","",""
"Sauce Blanche","Producteur d'événements et de contenus créatifs - food et musique

Curateur & Agence, Sauce Blanche est le premier promoteur de musiques actuelles dans les lieux de restauration. Fondé en 2018, le projet est né d'une volonté de lier les secteurs musicaux et culinaires au travers de concepts, contenus et événements originaux et créatifs.","Agence artistique","Agence artistique; Disc-jockey; Agence événementielle; Consultant média; Entreprise de scénographie","agence evenementiel in montargis","Paris","33 Rue Stephenson, 75018 Paris","","33 Rue Stephenson","75018","","FR","Europe/Paris","V9Q4+29 Paris","","","5.0","3","69","Good","","","48.8875872","2.3559826","","",""
"Borne Photo Événement","Spécialisée dans la location de bornes photos et de photobooth pour vos événements en Île-de-France, Borne Photo Événement est une marque du groupe END EVENT.
Le photobooth est une animation à succès pour tous vos événements privés et professionnels tels que vos anniversaires, mariages, baptêmes, soirées entre amis, soirées de société/entreprise.
Borne Photo Événement est là pour répondre à toutes vos attentes.","Service de photographie","Service de photographie; Photographe","agence evenementiel in montargis","Paris","6 Rue Caroline, 75017 Paris","","6 Rue Caroline","75017","","FR","Europe/Paris","V8MF+GQ Paris","06 88 96 55 69","","4.9","34","90","Excellent","","Ouvert ? Ferme à 19:00","48.883753399999996","2.3244078999999997","","",""
"Photographe événementiel à Paris","Photographe événementiel BtoB à Paris","Photographe","Photographe","agence evenementiel in montargis","Paris","111 Bd de Sébastopol, 75001 Paris","","111 Bd de Sébastopol","75001","","FR","Europe/Paris","V983+Q3 Paris","06 30 49 86 44","https://www.photo-evenementiel-paris.com/","5.0","8","77","Good","","Ouvert 24h/24","48.8669991","2.3527146","Clientèle","Clientèle","LGBTQ+ friendly; Safe place pour les transgenres"
"Le Fil Rouge - escape game nomade - Paris et IDF","LE FIL ROUGE, CRÉATEUR DE L.I.E.N.
Agence créatrice d?Escape Games Nomades et de Serious Games pour développer l?intelligence collective.
Etes-vous prêt à vous redécouvrir grâce au jeu ?

Nous organisons des jeux pour les team building et événements en entreprise sur le lieu de votre choix, à Paris, en île de France et plus encore! Nous créons des activités sur-mesure pour vos séminaires, action de communication, de formation etc.

Faire appel à l?équipe du Fil Rouge
C?est travailler avec une entreprise passionnée par les jeux, à l?écoute de vos besoins, spécialiste des événements professionnels.
C'est vivre des expériences uniques, insolites et immersives, grâce à des escape games nomades ou digitaux adaptés à chaque situation.","Organisateur d'événements","Organisateur d'événements; Centre d'escape game; Agence événementielle; Service d'organisation d'événements professionnels; Séminaire","agence evenementiel in montargis","Paris","24 Rue de l'Est, 75020 Paris","","24 Rue de l'Est","75020","","FR","Europe/Paris","V9CV+F9 Paris","01 84 60 54 34","https://www.lefilrouge-lejeu.fr/?utm_medium=organic&utm_source=google-mybusiness","4.9","32","89","Excellent","","Ouvert ? Ferme à 19:00","48.871234199999996","2.3934797999999997","Fournis par l'établissement; Services disponibles; Accessibilité; Clientèle; Planning","Fournis par l'établissement; Services disponibles; Accessibilité; Clientèle; Planning","S'identifie comme géré par une femme; Rendez-vous en ligne; Assistance dans d'autres langues; Places assises accessibles en fauteuil roulant; LGBTQ+ friendly; Safe place pour les transgenres; Rendez-vous obligatoire"
"Euterpe Paris wedding & event music","Euterpe Paris est une agence artistique et musicale.Groupe féminine à géométrie variable, spécialisée dans les événements de luxe basé à Paris. Nous créons des prestations musicales immersives et sur mesure pour des soirées privées haut de gamme, événements corporate élégants, mariages de prestige, dîners de gala, lancements de produits et défilés de mode.

Notre collectif regroupe des musiciennes professionnelles d'exception (quatuors à cordes, trios, piano, harpe, ensembles modulables), capables de s'adapter à tout type de scénographie musicale ou thématique historique.

Nous transformons chaque événement en une expérience musicale unique, alliant raffinement, émotion et excellence artistique.","Agence artistique","Agence artistique; Artiste; Agence événementielle; Organisateur d'événements; Producteur de musique; Orchestre de musique classique; Prestataire de mariage","agence evenementiel in montargis","Paris","209 Rue du Faubourg Saint-Martin, 75010 Paris","","209 Rue du Faubourg Saint-Martin","75010","","FR","Europe/Paris","V9J7+5M Paris","06 15 31 46 49","http://www.euterpeparis.com/","5.0","22","87","Excellent","","Ouvert 24h/24","48.880440199999995","2.3641369","Services disponibles; Planning","Services disponibles; Planning","Rendez-vous en ligne; Services sur place; Rendez-vous obligatoire"
"Wojo Coworking Paris 9e Pigalle | Location bureaux & salles de réunion","Wojo est le leader français du coworking. Grands comptes, PME ou freelances ? Choisissez des bureaux qui s'adaptent à votre activité : des bureaux privatifs comme lieux de ralliement, un réseau de coworking pour vous simplifier le travail à distance, des solutions adaptées au flex office, ou encore des déclinaisons de salles de réunion pour recevoir vos invités. Nos services s?adaptent à vos besoins : assemblez comme vous le souhaitez les espaces et les solutions pour créer votre propre organisation de travail. Le tout, en toute sécurité grâce à notre Label Safe & Healthy Workplace®. Bienvenue au Wojo Paris 9e - Rue de Calais !","Agence de location de bureaux","Agence de location de bureaux; Centre d'affaires; Entreprise de réseautage d'affaires; Cafétéria; Centre de conférence; Espace de coworking; Agence de location de grands bureaux; Fournisseur d'équipements de visioconférence; Service de visioconférence; Location de bureau virtuel","agence evenementiel in montargis","Paris","18 Rue de Calais, 75009 Paris","","18 Rue de Calais","75009","","FR","Europe/Paris","V8MJ+37 Paris","01 89 71 86 83","https://www.wojo.com/fr-FR/espaces-de-travail/wojo-paris-9e-pigalle","4.9","54","88","Excellent","","Ouvert ? Ferme à 19:00","48.882725","2.3306359999999997","Services disponibles; Accessibilité","Services disponibles; Accessibilité","Rendez-vous en ligne; Services sur place; Entrée accessible en fauteuil roulant; Places assises accessibles en fauteuil roulant; Toilettes accessibles en fauteuil roulant"
"Mazette Studio - Agence vidéo","Mazette Studio, c?est l?agence vidéo qui booste votre com? sans exploser votre budget ! Motion design, films publicitaires, live streaming, témoignages client, plans drone ou encore contenus réseaux sociaux, on s?occupe de tout avec des idées originales et des prix imbattables.
En bonus ? Une réactivité au top et un vrai sens du contact : ici, pas de bla-bla, juste du fun et des vidéos qui cartonnent. Laissez-vous guidez de A à Z par notre équipe jeune, créative et dynamique : )
Que vous soyez une start-up, une PME ou une grande boîte, on est là pour transformer vos projets en contenu impactant.
Prêts à passer à l?action ? Contactez-nous, on adore relever de nouveaux défis !","Société de production vidéo","Société de production vidéo; Agence de publicité; Photographe commercial; Studio d'animation; Consultant en audiovisuel; Société de production cinématographique; Agence de marketing; Studio de photographie; Service de montage vidéo","agence evenementiel in montargis","Paris","103 Av. de la Bourdonnais, 75007 Paris","","103 Av. de la Bourdonnais","75007","","FR","Europe/Paris","V843+5M Paris","09 63 63 89 15","http://mazettestudio.fr/?utm_source=gmb","5.0","122","96","Excellent","","Ouvert ? Ferme à 19:00","48.855398799999996","2.3041282","","",""
"SANZA - Animation Evénementielle","Catalogue de 350 animations artistiques et techniques pour vos événements sur Paris IDF et partout en France. Devis gratuit et sans engagement sous 24h.","Animateur de soirées et d'événements","Animateur de soirées et d'événements; Artiste; Compagnie de danse; Disc-jockey; Magicien; Orchestre de musique classique; Studio de photographie; Agence artistique","agence evenementiel in montargis","Paris","49 Rue de Ponthieu, 75008 Paris","","49 Rue de Ponthieu","75008","","FR","Europe/Paris","V8C4+JF Paris","01 47 70 46 46","https://www.sanza.com/","4.5","8","64","Good","","Ouvert 24h/24","48.8715966","2.3061317999999997","","",""
"Diamond's Wedding Magali","Je suis créatrice d'évènement passionnée et professionelle. Déjà 150 mariages et autres évènements à l'international. Mon but est de vous faciliter les recherches et réduire l'anxiété de la gestion de votre évènement. Je créer les atmosphères dont vous rêvez, hors normes, chaleureuses mais surtout unique. Si votre objectif est de gagner du temps, de faire attention à votre budget tout en anticipant les impévus, c'est mon métier. Mariage? Fiançailles? Enterrements de vie de célibataire? renouvellement de voeux? Anniversaires? Naissance? Voyage? Je coordonne tout type d'évènement et je vous laisse aprécier le processus.","Organisateur de mariages","Organisateur de mariages; Organisateur d'événements","agence evenementiel in montargis","Paris","64 Av. Kléber, 75116 Paris","","64 Av. Kléber","75116","","FR","Europe/Paris","V79R+86 Paris","","https://diamondsweddingmag.wixsite.com/mariageparis-nice","5.0","3","69","Good","","Ouvert 24h/24","48.8683067","2.2905653999999998","Services disponibles; Planning","Services disponibles; Planning","Rendez-vous en ligne; Rendez-vous obligatoire"
"ISCOM","L'ISCOM, école supérieure de communication et publicité, forme ses étudiants à des postes à responsabilité, impliquant vision stratégique et maîtrise opérationnelle de la fonction communication dans l'entreprise.

L?ISCOM a été fondé à Paris en 1986. Depuis l?école a développé un réseau de 8 établissements en France, bien ancrés dans leur région et a tissé des partenariats internationaux dans des universités et des entreprises à travers le monde.","Établissement d'enseignement supérieur","Établissement d'enseignement supérieur; École privée","agence evenementiel in grande-synthe","Paris","4 Cité de Londres, 75009 Paris","","4 Cité de Londres","75009","","FR","Europe/Paris","V8GH+HQ Paris","01 55 07 07 77","https://www.iscom.fr/","4.0","63","57","Average","","Ouvert ? Ferme à 17:00","48.876479499999995","2.3294142","Accessibilité","Accessibilité","Entrée accessible en fauteuil roulant"
"Orchestre Les Cigales Paris - Live Band","La formation musicale Les Cigales est incontestablement la référence pour les particuliers comme pour le corporate.

Créée par Jean Pierre SEBAGH, Les Cigales ont toujours tenu leur place de « leader » et se sont ainsi fait connaitre dans le monde au travers d?événements et manifestations d?exception.

Fort de cette expérience, c?est aujourd?hui en qualité d?agence artistique que les Cigales répondent à toutes sortes de projets en composant des formations musicales d?excellence.

Les artistes occupent une place à part entière et chacun d?entre eux apporte sa couleur à cette famille musicale de caractère.

Chaque événement est préparé sur mesure. Ils conduisent, année après année les prestigieux projets musicaux qui leur sont confiés.","Organisateur de mariages","Organisateur de mariages; Organisateur d'événements","agence evenementiel in herblay","Paris","23 Rue des Blancs Manteaux, 75004 Paris","","23 Rue des Blancs Manteaux","75004","","FR","Europe/Paris","V954+JM Paris","01 42 71 54 53","http://www.orchestrelescigales.com/","5.0","60","94","Excellent","","Ouvert ? Ferme à 18:00","48.859058","2.3566512","Planning","Planning","Rendez-vous obligatoire"
"Photographe événementiel","Photographe professionnel evenementiel pour entreprise et evenement privé.
Reportage photo corporate, séminaire, conférence, soirée professionnelle, colloque, remise de prix et médailles, lancement de produit, anniversaire, sallon professionnel, culinaire, soirée privée, rallye, lancement produit, évènement sportif et courses, mais aussi culinaire, gastronomique, ou encore politique.
Possibilité d'installation d'espace photo ou animation photocall.
Plus de 12 années d'expérience.
Gael Deroche
06 64 73 67 50","Photographe","Photographe; Photographe commercial; Agence événementielle; Studio de photographie; Photographe de mariage","agence evenementiel in herblay","Paris","17 Rue St Denis, 75001 Paris","","17 Rue St Denis","75001","","FR","Europe/Paris","V85X+Q3 Paris","06 64 73 67 50","https://photographeparisevenementiel.wordpress.com/","5.0","9","78","Good","","Ouvert ? Ferme à 23:00","48.8594176","2.3476307999999997","Services disponibles","Services disponibles","Rendez-vous en ligne; Services sur place"
"Sing City - Team Building Musical","SING CITY EST UNE AGENCE ET UN PRESTATAIRE ÉVÉNEMENTIEL SPÉCIALISÉ DANS LES ACTIVITÉS MUSICALES ET ARTISTIQUES (CHANT, MUSIQUE, DANSE, THÉÂTRE?).

Nous fournissons les idées et toute la logistique nécessaires au succès de votre évènement.
Congrès, séminaire, teambuilding, animation de soirée ou création de contenu musical ad hoc pour votre marque, Sing City vous fait bénéficier de son expertise et de ses prestations originales et exclusives depuis 2006 à Paris mais aussi partout en France et à l?étranger.","Agence événementielle","Agence événementielle; Studio d'animation; Animateur de soirées et d'événements; Organisateur d'événements","agence evenementiel in herblay","Paris","13 Rue des Arquebusiers, 75003 Paris","","13 Rue des Arquebusiers","75003","","FR","Europe/Paris","V958+RJ Paris","06 60 38 21 04","https://www.singcity.fr/?utm_source=GMB&utm_medium=organic&utm_campaign=gmb","5.0","3","69","Good","","","48.8595538","2.3665239","","",""
"Espace Evénementiel","","Organisateur d'événements","Organisateur d'événements","agence evenementiel in jouy-le-moutier","Paris","7 Cité Dupetit-Thouars, 75003 Paris","","7 Cité Dupetit-Thouars","75003","","FR","Europe/Paris","V986+CW Paris","01 42 71 34 02","http://espace-evenementiel.com/","3.5","2","61","Good","","","48.866111","2.362281","","",""
"Kameleon Event","","Organisateur d'événements","Organisateur d'événements","agence evenementiel in jouy-le-moutier","Paris","3 Rue Charles Marie Widor, 75016 Paris","","3 Rue Charles Marie Widor","75016","","FR","Europe/Paris","R7R7+84 Paris","07 78 25 73 62","http://kameleon-event.com/","0.0","0","60","Average","","","48.8407659","2.262832","","",""
